,API,Operator,Lease_Name,Well_Number,Spud_Date,TD,Months_Produced,Completion_Date,First_Production_Day,Cum_BOE,Cum_Gas,Cum_Oil,Daily_Gas,Daily_Oil,First_Month_Gas,First_Month_Oil,Drilling_Type,Production_type,Reservoir,Field,Lat,Long,Perforated_Interval_Length
0,4230133173,"ANADARKO E&P ONSHORE, LLC",SAVAGE 54-2-22 UNIT,1H,3/27/2017,12100.0,1.0,,7/1/2017,9292.0,22456.0,5549.0,724.0,179.0,22456.0,5549.0,H,OIL,WOLFCAMP,PHANTOM,31.8261575,-103.64376290000001,
1,4230133308,MEWBOURNE HOLDINGS INC,ZUMA 3 57-T1-3X10,W102AP,5/8/2017,20470.0,1.0,,7/1/2017,559.0,72.0,547.0,2.0,18.0,72.0,547.0,H,OIL,WOLFCAMP,PHANTOM,31.9996054,-103.9410792,
2,4230133208,EOG RESOURCES INCORPORATED,LINK VJ RANCH 23-11B,2H,4/8/2017,14000.0,1.0,,7/1/2017,33618.0,74305.0,21234.0,2397.0,685.0,74305.0,21234.0,H,OIL,WOLFCAMP,PHANTOM,31.8389673,-103.7354666,
3,4230133057,DEVON ENERGY CORPORATION,BOYD 11 101H,101H,1/22/2017,17570.0,2.0,,5/1/2017,26351.0,40193.0,19652.0,659.0,322.0,5898.0,2156.0,H,OIL,WOLFCAMP,PHANTOM,31.943227399999998,-103.3544561,
4,4230133056,MEWBOURNE HOLDINGS INC,TXL 19,H301DM,4/24/2017,14375.0,1.0,,7/1/2017,23117.0,43538.0,15861.0,1404.0,512.0,43538.0,15861.0,H,OIL,BONE SPRING,SANDBAR,31.9557756,-103.9053765,
5,4230133207,EOG RESOURCES INCORPORATED,LINK VJ RANCH 11-14,1H,3/14/2017,14000.0,1.0,,7/1/2017,28407.0,60359.0,18347.0,1947.0,592.0,60359.0,18347.0,H,OIL,WOLFCAMP,PHANTOM,31.8320974,-103.7344663,
6,4230133247,RS3 SERVICES,LUDEMAN I,0,3/29/2017,14000.0,1.0,,7/1/2017,11526.0,511.0,11441.0,16.0,369.0,511.0,11441.0,H,OIL,WOLFCAMP,PHANTOM,31.931906899999994,-103.42405790000001,
7,4230133246,"RSP INVESTMENTS, INC.",LUDEMAN I,0,3/28/2017,14000.0,1.0,,7/1/2017,20728.0,396.0,20662.0,13.0,667.0,396.0,20662.0,H,OIL,BONE SPRING,SANDBAR,31.9319369,-103.4238579,
8,4230133081,EOG RESOURCES INCORPORATED,WHITNEY BRUNSON UNIT,3H,2/21/2017,14000.0,2.0,,6/1/2017,135907.0,183050.0,105399.0,3001.0,1728.0,101206.0,61267.0,H,OIL,WOLFCAMP,PHANTOM,31.9112865,-103.5287607,
9,4230133184,EOG RESOURCES INCORPORATED,WHITNEY BRUNSON UNIT,5H,2/23/2017,14000.0,2.0,,6/1/2017,121904.0,166914.0,94085.0,2736.0,1542.0,73619.0,43086.0,H,OIL,WOLFCAMP,PHANTOM,31.911296500000002,-103.52546059999999,
10,4230133143,EOG RESOURCES INCORPORATED,WHITNEY BRUNSON UNIT,4H,12/30/2016,14000.0,2.0,,6/1/2017,120597.0,156638.0,94491.0,2568.0,1549.0,81573.0,50987.0,H,OIL,WOLFCAMP,PHANTOM,31.911296500000002,-103.52556059999999,
11,4230133179,"RSP PERMIAN, LLC",PISTOL 25-9,0,1/28/2017,13500.0,2.0,,6/1/2017,52610.0,61793.0,42311.0,1013.0,694.0,20236.0,12842.0,H,OIL,WOLFCAMP,PHANTOM,31.9662865,-103.434759,
12,4230133080,EOG RESOURCES INCORPORATED,WHITNEY BRUNSON UNIT,2H,12/26/2016,14000.0,2.0,,6/1/2017,180604.0,237418.0,141034.0,3892.0,2312.0,108853.0,67876.0,H,OIL,WOLFCAMP,PHANTOM,31.9112865,-103.5286607,
13,4230133139,EOG RESOURCES INCORPORATED,ST PATHFINDER,09H,1/3/2017,14000.0,3.0,,5/1/2017,86705.0,145026.0,62534.0,1576.0,680.0,61697.0,28126.0,H,OIL,BONE SPRING,SANDBAR,31.984955600000003,-103.6280663,
14,4230132811,EOG RESOURCES INCORPORATED,ST PATHFINDER,14H,1/2/2017,14000.0,3.0,,5/1/2017,93420.0,176536.0,63997.0,1919.0,696.0,47256.0,22193.0,H,OIL,BONE SPRING,SANDBAR,31.9862756,-103.6265663,
15,4230133197,EOG RESOURCES INCORPORATED,STATE PATHFINDER 7,22H,3/17/2017,14000.0,3.0,,5/1/2017,100124.0,172967.0,71296.0,1880.0,775.0,28102.0,11602.0,H,OIL,WOLFCAMP,PHANTOM,31.999275399999995,-103.62246640000001,
16,4230133187,EOG RESOURCES INCORPORATED,STATE PATHFINDER 7,24H,2/23/2017,14000.0,3.0,,5/1/2017,119550.0,201767.0,85922.0,2193.0,934.0,51152.0,23435.0,H,OIL,WOLFCAMP,PHANTOM,31.999275399999995,-103.6256666,
17,4230133129,MATADOR PRODUCTION COMPANY,ARNO 78-TTT-B33 WF,122H,1/16/2017,10500.0,1.0,,6/1/2017,15982.0,55116.0,6796.0,1837.0,227.0,55116.0,6796.0,H,OIL,BONE SPRING,TWO GEORGES,31.6679696,-103.60775859999998,
18,4230133169,MEWBOURNE HOLDINGS INC,TXL 39,H301DM,2/13/2017,14285.0,3.0,,5/1/2017,91275.0,202256.0,57566.0,2198.0,626.0,45648.0,13164.0,H,OIL,BONE SPRING,SANDBAR,31.9122461,-103.8544733,
19,4230133138,EOG RESOURCES INCORPORATED,ST PATHFINDER,08H,2/13/2017,14000.0,3.0,,5/1/2017,98098.0,156642.0,71991.0,1703.0,783.0,69157.0,33298.0,H,OIL,BONE SPRING,SANDBAR,31.984955600000003,-103.62816629999999,
20,4230133160,"RSP PERMIAN, LLC",LUDEMAN K,0,3/8/2017,13500.0,3.0,,5/1/2017,104028.0,139657.0,80752.0,1518.0,878.0,27148.0,11268.0,H,OIL,WOLFCAMP,PHANTOM,31.9364773,-103.3722564,
21,4230132796,EOG RESOURCES INCORPORATED,NOAH BRUNSON A,2H,12/7/2015,17659.0,3.0,,5/1/2017,41784.0,53047.0,32943.0,577.0,358.0,21564.0,13529.0,H,OIL,WOLFCAMP,PHANTOM,31.972076,-103.4724603,
22,4230133006,"RSP PERMIAN, LLC",RUDD DRAW 26-18,0,12/21/2016,16900.0,1.0,,5/1/2017,25.0,,25.0,,1.0,,25.0,H,OIL,WOLFCAMP,PHANTOM,31.8520174,-103.4629571,
23,4230133198,EOG RESOURCES INCORPORATED,STATE PATHFINDER 7,23H,4/10/2017,14000.0,3.0,,5/1/2017,102739.0,174369.0,73677.0,1895.0,801.0,36279.0,15010.0,H,OIL,WOLFCAMP,PHANTOM,31.999275399999995,-103.62256640000001,
24,4230133116,"ANADARKO E&P ONSHORE, LLC",SEQUOIA 55-1-14 UNIT,1H,3/1/2017,12100.0,1.0,,7/1/2017,14557.0,31199.0,9357.0,1006.0,302.0,31199.0,9357.0,H,OIL,WOLFCAMP,PHANTOM,31.957575899999995,-103.7258693,
25,4230133032,"RSP PERMIAN, LLC",PISTOL 24-24,0,1/18/2017,13500.0,3.0,,5/1/2017,35851.0,17987.0,32853.0,196.0,357.0,,1480.0,H,OIL,WOLFCAMP,PHANTOM,31.992956699999997,-103.39335849999999,
26,4230132812,EOG RESOURCES INCORPORATED,ST PATHFINDER,15H,1/1/2017,14000.0,3.0,,5/1/2017,58349.0,108985.0,40185.0,1185.0,437.0,20061.0,9548.0,H,OIL,BONE SPRING,SANDBAR,31.9862756,-103.62646629999999,
27,4230133199,EOG RESOURCES INCORPORATED,STATE PATHFINDER 7,25H,3/22/2017,14000.0,3.0,,5/1/2017,161657.0,277546.0,115399.0,3017.0,1254.0,55349.0,23978.0,H,OIL,WOLFCAMP,PHANTOM,31.999275399999995,-103.62576659999999,
28,4230133095,EOG RESOURCES INCORPORATED,STATE MAGELLAN,18H,12/7/2016,14000.0,4.0,,4/1/2017,130316.0,271236.0,85110.0,2223.0,698.0,9611.0,5192.0,H,OIL,BONE SPRING,SANDBAR,31.9854956,-103.6479671,
29,4230133110,"ANADARKO E&P ONSHORE, LLC",YELLOWJACKET UL UNIT 19-3 14H,14H,3/2/2017,18879.0,1.0,,5/1/2017,3209.0,3392.0,2644.0,109.0,85.0,3392.0,2644.0,H,OIL,WOLFCAMP,PHANTOM,31.720109100000002,-103.4158525,
30,4230133100,"ANADARKO E&P ONSHORE, LLC",RIPPIN WRANGLER C26-19 2H,2H,3/19/2017,16864.0,1.0,,7/1/2017,10402.0,16756.0,7609.0,541.0,245.0,16756.0,7609.0,H,OIL,WOLFCAMP,PHANTOM,31.8401476,-103.4451562,
31,4230133093,EOG RESOURCES INCORPORATED,STATE MAGELLAN,16H,12/19/2016,14000.0,4.0,,4/1/2017,116625.0,250738.0,74835.0,2055.0,613.0,22947.0,11376.0,H,OIL,BONE SPRING,SANDBAR,31.969875800000004,-103.6421665,
32,4230133094,EOG RESOURCES INCORPORATED,STATE MAGELLAN,17H,12/16/2016,14000.0,4.0,,4/1/2017,134388.0,274948.0,88563.0,2254.0,726.0,17083.0,8513.0,H,OIL,BONE SPRING,SANDBAR,31.969875800000004,-103.6422665,
33,4230133217,"ANADARKO E&P ONSHORE, LLC",RIPPIN WRANGLER C26-19 4HR,4HR,2/20/2017,17305.0,2.0,,6/1/2017,6743.0,8939.0,5253.0,147.0,86.0,8939.0,5011.0,H,OIL,WOLFCAMP,PHANTOM,31.8399076,-103.44505620000001,
34,4230133096,EOG RESOURCES INCORPORATED,STATE MAGELLAN,19H,12/8/2016,14000.0,4.0,,4/1/2017,81204.0,135121.0,58684.0,1108.0,481.0,5037.0,2289.0,H,OIL,BONE SPRING,SANDBAR,31.985445600000002,-103.64806709999999,
35,4230133101,"ANADARKO E&P ONSHORE, LLC",RIPPIN WRANGLER C26-19 3H,3H,3/14/2017,17090.0,1.0,,6/1/2017,5223.0,6567.0,4128.0,219.0,138.0,6567.0,4128.0,H,OIL,WOLFCAMP,PHANTOM,31.840067600000005,-103.44505620000001,
36,4230133158,"RSP PERMIAN, LLC",LUDEMAN I 3,0,2/18/2017,20291.0,4.0,,4/1/2017,58133.0,54579.0,49036.0,447.0,402.0,0.0,1291.0,H,OIL,WOLFCAMP,PHANTOM,31.9288968,-103.4384582,
37,4230132977,MATADOR PRODUCTION COMPANY,ARNO 78-TTT-B33 WF,121H,2/15/2017,15572.0,4.0,,4/1/2017,24043.0,60746.0,13919.0,498.0,114.0,0.0,1078.0,H,OIL,BONE SPRING,TWO GEORGES,31.6680196,-103.6076586,
38,4230132967,"RSP PERMIAN, LLC",CROCKETT REESE STATE UNIT B,0,12/14/2016,19604.0,4.0,,4/1/2017,113774.0,112998.0,94941.0,926.0,778.0,0.0,16074.0,H,OIL,WOLFCAMP,PHANTOM,31.9429564,-103.4616593,
39,4230133141,"ANADARKO E&P ONSHORE, LLC",CARLSBAD 54-1-28 UNIT 1H,1H,2/23/2017,21810.0,1.0,,5/1/2017,11794.0,21726.0,8173.0,701.0,264.0,21726.0,8173.0,H,OIL,WOLFCAMP,PHANTOM,31.9283563,-103.6596661,
40,4230133086,EOG RESOURCES INCORPORATED,VOYAGER 15,6H,1/26/2017,16819.0,5.0,,3/1/2017,165617.0,293928.0,116629.0,1921.0,762.0,78597.0,32771.0,H,OIL,WOLFCAMP,PHANTOM,31.9571359,-103.6428662,
41,4230133085,EOG RESOURCES INCORPORATED,VOYAGER 15,8H,12/4/2016,16755.0,5.0,,3/1/2017,148790.0,276551.0,102698.0,1808.0,671.0,80580.0,31994.0,H,OIL,WOLFCAMP,PHANTOM,31.970325800000005,-103.6486667,
42,4230133082,EOG RESOURCES INCORPORATED,VOYAGER 15,4H,12/8/2016,16817.0,5.0,,3/1/2017,134193.0,238525.0,94439.0,1559.0,617.0,51967.0,21674.0,H,OIL,WOLFCAMP,PHANTOM,31.957145899999997,-103.64266620000001,
43,4230133084,EOG RESOURCES INCORPORATED,VOYAGER 15,7H,12/27/2016,16817.0,5.0,,3/1/2017,163454.0,304051.0,112779.0,1987.0,737.0,99336.0,38353.0,H,OIL,WOLFCAMP,PHANTOM,31.970325800000005,-103.6485667,
44,4230133083,EOG RESOURCES INCORPORATED,VOYAGER 15,5H,1/5/2017,16811.0,5.0,,3/1/2017,151513.0,269218.0,106643.0,1760.0,697.0,77642.0,32898.0,H,OIL,WOLFCAMP,PHANTOM,31.957145899999997,-103.6427662,
45,4230133159,"ANADARKO E&P ONSHORE, LLC",VORTEX 54-1-40 UNIT 1H,1H,2/22/2017,22391.0,1.0,,7/1/2017,6221.0,0.0,6221.0,0.0,201.0,0.0,6221.0,H,OIL,WOLFCAMP,PHANTOM,31.913766499999998,-103.6579656,
46,4230133142,"ANADARKO E&P ONSHORE, LLC",HAMMERHEAD 54-1-28 UNIT,2H,2/11/2017,22033.0,1.0,,6/1/2017,7780.0,0.0,7780.0,0.0,259.0,0.0,7780.0,H,OIL,WOLFCAMP,PHANTOM,31.9283563,-103.6597661,
47,4230133077,"ANADARKO E&P ONSHORE, LLC",RICOCHET 29-40 UNIT 2H,1H,1/12/2017,19163.0,4.0,,4/1/2017,76401.0,93114.0,60882.0,763.0,499.0,6751.0,3519.0,H,OIL,WOLFCAMP,PHANTOM,31.7398087,-103.45095400000001,
48,4230133036,EOG RESOURCES INCORPORATED,STATE GALILEO 7,15H,12/27/2016,17300.0,5.0,,3/1/2017,215388.0,348234.0,157349.0,2276.0,1028.0,136765.0,64188.0,H,OIL,WOLFCAMP,PHANTOM,31.971545799999998,-103.6209657,
49,4230133043,EOG RESOURCES INCORPORATED,STATE GALILEO 7,16H,12/12/2016,17458.0,5.0,,3/1/2017,152946.0,252361.0,110886.0,1649.0,725.0,96846.0,43911.0,H,OIL,WOLFCAMP,PHANTOM,31.971545799999998,-103.6208657,
50,4230133012,"ANADARKO E&P ONSHORE, LLC",EBONY 55-1-40 UNIT,1H,11/10/2016,19205.0,4.0,,4/1/2017,102447.0,206718.0,67994.0,1694.0,557.0,36375.0,9991.0,H,OIL,WOLFCAMP,PHANTOM,31.913806400000002,-103.7618696,
51,4230133037,EOG RESOURCES INCORPORATED,STATE GALILEO 7,14H,11/22/2016,17215.0,5.0,,3/1/2017,146859.0,248264.0,105482.0,1623.0,689.0,85814.0,39025.0,H,OIL,WOLFCAMP,PHANTOM,31.971545799999998,-103.6210657,
52,4230133013,"ANADARKO E&P ONSHORE, LLC",TEXAS SABAL 55-1-40 UNIT,1H,11/28/2016,18910.0,4.0,,4/1/2017,108034.0,223283.0,70820.0,1830.0,580.0,47305.0,15341.0,H,OIL,WOLFCAMP,PHANTOM,31.913806400000002,-103.7617696,
53,4230133045,"ANADARKO E&P ONSHORE, LLC",JOHNSON RANCH 1-49 4H,4H,11/13/2016,15455.0,2.0,,3/1/2017,10148.0,9977.0,8485.0,161.0,137.0,2191.0,1250.0,H,OIL,BONE SPRING,SANDBAR,31.688959499999996,-103.4826543,
54,4230132976,"RSP PERMIAN, LLC",LUDEMAN I,1406H,11/22/2016,13000.0,6.0,,2/1/2017,94672.0,103005.0,77504.0,569.0,428.0,18637.0,17289.0,H,OIL,WOLFCAMP,PHANTOM,31.9275268,-103.43795820000001,
55,4230132941,EOG RESOURCES INCORPORATED,ORION A,701H,8/3/2016,16920.0,6.0,,2/1/2017,303351.0,490286.0,221637.0,2709.0,1225.0,126259.0,62648.0,H,OIL,WOLFCAMP,PHANTOM,31.955965999999997,-103.61496509999999,
56,4230133031,"ANADARKO E&P ONSHORE, LLC",YOKUM UL UNIT 19-4 2H,2H,1/2/2017,16698.0,4.0,,3/1/2017,41892.0,53977.0,32896.0,439.0,267.0,7244.0,4165.0,H,OIL,WOLFCAMP,PHANTOM,31.721859000000002,-103.44185350000001,
57,4230133030,"ANADARKO E&P ONSHORE, LLC",YOKUM UL UNIT 19-4 3H,3H,1/15/2017,17005.0,4.0,,3/1/2017,45755.0,41302.0,38871.0,336.0,316.0,6309.0,4175.0,H,OIL,WOLFCAMP,PHANTOM,31.721829,-103.4419535,
58,4230132998,"RSP PERMIAN, LLC",PISTOL 25-8,2H,11/20/2016,11500.0,7.0,,1/1/2017,102379.0,228056.0,64370.0,1076.0,304.0,23761.0,12906.0,H,OIL,BONE SPRING,TWO GEORGES,31.9701065,-103.4228588,
59,4230132919,"RSP PERMIAN, LLC",STATE RUDD DRAW 26-25,1H,9/10/2016,13000.0,9.0,,11/1/2016,193031.0,225659.0,155421.0,827.0,569.0,12407.0,10462.0,H,OIL,WOLFCAMP,PHANTOM,31.846307399999997,-103.48535770000001,
60,4230132968,BHP BILLITON PET(TXLA OP) CO,AMARILLO BY MORNING 54T242,2H,9/1/2016,16515.0,6.0,,1/1/2017,77121.0,200707.0,43670.0,1091.0,237.0,563.0,79.0,H,OIL,WOLFCAMP,PHANTOM,31.780568,-103.6942635,
61,4230132964,BHP BILLITON PET(TXLA OP) CO,AMARILLO BY MORNING 54T242,1H,9/18/2016,16515.0,6.0,,1/1/2017,60012.0,157376.0,33783.0,855.0,184.0,1753.0,646.0,H,OIL,WOLFCAMP,PHANTOM,31.780568,-103.6943635,
62,4230132940,"RSP PERMIAN, LLC",LUDEMAN C,704H,9/23/2016,17164.0,9.0,,11/1/2016,142631.0,123456.0,122055.0,452.0,447.0,7498.0,4895.0,H,OIL,WOLFCAMP,PHANTOM,31.9384364,-103.47735959999999,
63,4230132893,"RSP PERMIAN, LLC",LUDEMAN,0,8/30/2016,19345.0,1.0,,7/1/2017,17231.0,22935.0,13408.0,740.0,433.0,22935.0,13408.0,H,OIL,WOLFCAMP,PHANTOM,31.911417100000005,-103.4164571,
64,4230132904,"ANADARKO E&P ONSHORE, LLC",SILVERTIP 76-17 P,1H,7/12/2016,21650.0,4.0,,1/1/2017,29878.0,10405.0,28144.0,87.0,235.0,0.0,6639.0,H,OIL,WOLFCAMP,PHANTOM,31.968645799999997,-103.5659635,
65,4230132971,BHP BILLITON PET(TXLA OP) CO,STATE DALTEXAS RANGER 56-T2-2X11,1H,7/28/2016,18365.0,1.0,,7/1/2017,23387.0,46500.0,15637.0,1500.0,504.0,46500.0,15637.0,H,OIL,WOLFCAMP,PHANTOM,31.8832864,-103.8249713,
66,4230132917,"RSP PERMIAN, LLC",LUDEMAN F,0,6/12/2016,17378.0,1.0,,7/1/2017,15653.0,25501.0,11403.0,823.0,368.0,25501.0,11403.0,H,OIL,WOLFCAMP,PHANTOM,31.9124167,-103.46755870000001,
67,4230132871,"ANADARKO E&P ONSHORE, LLC",HALEY 29-24 6H,6H,4/24/2016,17217.0,14.0,,6/1/2016,142384.0,230986.0,103886.0,627.0,282.0,1605.0,635.0,H,OIL,WOLFCAMP,PHANTOM,31.7846982,-103.418154,
68,4230132298,BHP BILLITON PET(TXLA OP) CO,MOCAP 56-T1-25,1H,9/30/2014,16457.0,1.0,,7/1/2017,5944.0,14321.0,3557.0,462.0,115.0,14321.0,3557.0,H,OIL,WOLFCAMP,PHANTOM,31.9270261,-103.8068717,
69,4230130200,"WOLF ENERGY, INC.",WOLF,1,12/30/1977,18005.0,437.0,4/10/1979,11/1/1979,182413.0,694669.0,66635.0,35.0,3.0,1264.0,122.0,V,GAS,WOLFCAMP,PHANTOM,31.680843100000004,-103.6210876,173.0
70,4230130265,"OCCIDENTAL ENERGY COMPANY,INC.","RED BLUFF ""12""",3,,17017.0,421.0,11/12/1981,4/1/1982,659884.0,3780630.0,29779.0,165.0,,7742.0,207.0,V,GAS,WOLFCAMP,RED BLUFF,31.980166600000004,-103.9115629,296.0
71,4230130339,"RKI EXPLORATION & PRODUCTION, LLC","HILL, A. G - HALEY",1A,2/5/1982,23314.0,405.0,5/9/1983,4/1/1983,2465059.0,14790027.0,54.0,315.0,,11750.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.7604836,-103.4160624,311.0
72,4230130418,CONOCOPHILLIPS COMPANY,"REED, M. H. ESTATE ""27""",1,5/26/2001,19000.0,402.0,7/28/2001,10/1/1983,2388984.0,14333899.0,1.0,176.0,,547.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.775708899999998,-103.43936690000001,58.0
73,4230130472,"OCCIDENTAL ENERGY COMPANY,INC.",RED BLUFF 1,1,1/3/1984,12144.0,359.0,3/1/1984,1/1/1985,1059381.0,6125142.0,38524.0,53.0,1.0,13424.0,166.0,V,GAS,WOLFCAMP,RED BLUFF,31.989314899999997,-103.91152190000001,38.0
74,4230130511,CONOCOPHILLIPS COMPANY,"SHOWMAN, EMMA ""23""",1,8/22/2000,18760.0,387.0,12/5/2000,8/1/1984,3644279.0,21865474.0,33.0,99.0,,1045.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.7865903,-103.43497420000001,301.0
75,4230130535,"RKI EXPLORATION & PRODUCTION, LLC","QUINN, B. E.",3,5/7/1984,17700.0,392.0,12/12/1984,12/1/1984,2430355.0,14435284.0,24474.0,143.0,,5077.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.757713,-103.4048768,35.0
76,4230130556,CONOCOPHILLIPS COMPANY,"FORREST AVANT ET AL ""34""",1,10/30/1984,18050.0,387.0,2/25/1985,3/1/1985,237485.0,1424687.0,37.0,17.0,,10721.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.7640938,-103.4334468,408.0
77,4230130597,"RKI EXPLORATION & PRODUCTION, LLC",HALEY 38,1,12/22/1984,18000.0,382.0,7/2/1985,7/1/1985,531335.0,3186603.0,235.0,129.0,,36559.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.7487336,-103.40956290000001,32.0
78,4230130624,CONOCOPHILLIPS COMPANY,"HARRISON, NELL ""22""",1,8/15/2002,19500.0,380.0,7/9/1985,7/1/1985,4527838.0,27166468.0,93.0,411.0,,521.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.791290000000004,-103.44591940000001,345.0
79,4230130658,CONOCOPHILLIPS COMPANY,"HARRISON, NELL ""28""",1A,7/1/1985,17900.0,375.0,11/22/1985,12/1/1985,1373608.0,8241613.0,6.0,174.0,,34721.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.770381099999998,-103.4547496,520.0
80,4230130684,CONOCOPHILLIPS COMPANY,"HARRISON, NELL ""26""",1,1/23/2002,17900.0,370.0,1/31/2006,3/1/1986,646177.0,3876996.0,11.0,2.0,,157.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.773854600000004,-103.4250783,2367.0
81,4230130642,"RKI EXPLORATION & PRODUCTION, LLC","HALEY ""36""",2,7/18/1985,23012.0,369.0,10/9/1986,10/1/1986,2255920.0,13406873.0,21441.0,427.0,0.0,2043.0,150.0,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.7635649,-103.40716379999999,1014.0
82,4230130679,"DOUBLE EAGLE OPERATING, LLC","HALEY, J. A. ""31""",1,11/20/1985,18000.0,359.0,7/10/1986,1/1/1987,379620.0,2265272.0,2075.0,11.0,,9155.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.7676662,-103.39207320000001,434.0
83,4230131083,RD SHELL,"HALEY, J. A. ""43""",2,7/2/1997,10350.0,225.0,8/12/1997,8/1/1997,382714.0,485326.0,301826.0,,7.0,903.0,1517.0,V,OIL,BONE SPRINGS,"HALEY, S.",31.746631800000003,-103.38422320000001,21.0
84,4230131084,ENERGEN CORPORATION,UNIVERSITY 20-B,0,8/18/1997,15976.0,160.0,11/12/1997,11/1/1997,153325.0,155309.0,127440.0,62.0,45.0,156.0,563.0,H,OIL,BONE SPRING,TWO GEORGES,31.684813300000002,-103.36703759999999,5640.0
85,4230131095,ENERGEN CORPORATION,UNIVERSITY 19-14 B,1,1/5/1998,11610.0,229.0,2/16/1998,3/1/1998,82671.0,95688.0,66723.0,27.0,9.0,690.0,308.0,V,OIL,BONE SPRING,TWO GEORGES,31.6897603,-103.4041672,162.0
86,4230131087,ENERGEN CORPORATION,"MADERA 26-76 ""A""",2,9/20/1997,12387.0,221.0,12/3/1997,12/1/1997,12751.0,,12751.0,,1.0,,604.0,V,OIL,BONE SPRINGS,BRUNSON RANCH,31.9295115,-103.5243743,128.0
87,4230131098,CIMAREX ENERGY COMPANY,UNIVERSITY 20-18W,0,1/23/1998,11808.0,225.0,3/11/1998,9/1/1998,155486.0,334730.0,99698.0,61.0,13.0,3401.0,1788.0,H,OIL,BONE SPRING,TWO GEORGES,31.699700399999994,-103.36830570000001,1432.0
88,4230130335,EOG RESOURCES INCORPORATED,"MABEL J ""40""",1,1/9/1998,15446.0,232.0,6/27/1986,1/1/1998,54370.0,72883.0,42223.0,1.0,3.0,576.0,572.0,V,OIL,WOLFCAMP,SLASH RANCH,31.9033124,-103.5552757,108.0
89,4230131104,EOG RESOURCES INCORPORATED,STONE-CUTTER,1,8/20/1998,12446.0,224.0,9/28/1998,11/1/1998,216875.0,1269497.0,5292.0,44.0,,66584.0,726.0,V,GAS,WOLFCAMP,STONE CUTTER,31.9834908,-103.7717925,596.0
90,4230131110,RD SHELL,"BOWDLE ""42""",2,12/4/1998,10350.0,217.0,1/27/1999,2/1/1999,269774.0,420887.0,199626.0,,5.0,1063.0,2760.0,V,OIL,BONE SPRINGS,"HALEY, S.",31.7526516,-103.383949,21.0
91,4230130620,CONOCOPHILLIPS COMPANY,"AVANT, FORREST ET AL ""40""",1,3/7/1985,17900.0,212.0,6/29/1985,9/1/1999,40584.0,243502.0,,17.0,,971.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.7439135,-103.4504634,2057.0
92,4230130571,RD SHELL,"HARRISON, NELL ""14""",1,11/17/1999,18000.0,177.0,1/30/1957,1/1/2000,36638.0,3426.0,36067.0,,0.0,,1004.0,V,OIL,BONE SPRINGS,"HALEY, S.",31.8008353,-103.4382083,19.0
93,4230130656,"RKI EXPLORATION & PRODUCTION, LLC","BOWDLE ESTATE ""47""",1,7/3/2001,18000.0,188.0,12/9/1985,8/1/2001,33599.0,,33599.0,,2.0,,293.0,V,OIL,BONE SPRINGS,"HALEY, S.",31.7367651,-103.4074087,293.0
94,4230131138,"ANADARKO E&P ONSHORE, LLC","HALEY, J. E. '18'",1,5/16/2003,17877.0,164.0,11/19/2003,11/1/2003,1159479.0,6916219.0,6776.0,267.0,0.0,471184.0,166.0,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.816054600000005,-103.4095152,2589.0
95,4230131165,"ANADARKO E&P ONSHORE, LLC",O. P ANDERSON 25,1,5/27/2004,17985.0,153.0,10/13/2004,10/1/2004,3686563.0,22111734.0,1274.0,154.0,0.0,437836.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.7772365,-103.4137362,2591.0
96,4230131151,"ANADARKO E&P ONSHORE, LLC","HALEY, J.E. 19",1,2/4/2004,17950.0,156.0,6/23/2004,6/1/2004,215836.0,1194411.0,16767.0,77.0,0.0,12888.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.7976059,-103.39408409999999,4355.0
97,4230131161,"ANADARKO E&P ONSHORE, LLC",HALEY 30,1,7/8/2004,17834.0,144.0,12/4/2004,12/1/2004,514741.0,3070134.0,3052.0,308.0,,180080.0,133.0,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.7841505,-103.3892392,2480.0
98,4230131168,"ANADARKO E&P ONSHORE, LLC",ANDERSON 32,1,9/27/2004,17900.0,149.0,2/5/2005,2/1/2005,677508.0,4062549.0,416.0,268.0,0.0,232554.0,,V,GAS,LWR. WOLFCAMP-PENN CONS.,HALEY,31.754454,-103.4670384,2910.0
